type_crue,crue_binaire,ts_maj,dest,type,mnemoligne,nomarret,idarret,idligne,harret,etat,nomligne
CENTENAIRE,,2022-01-19T11:30:54+01:00,SAINT AUBIN LA SALLE,GX 327,"""12""",MOULIN MARCILLE,3166808,268435468,2022-01-19T11:31:00+01:00,HLP,M-MARCILLE <> ST AUBIN LA SALLE
EXCEPTIONNELLE,,2022-01-19T11:30:54+01:00,SAINT AUBIN LA SALLE,GX 327,"""12""",MOULIN MARCILLE,3166808,268435468,2022-01-19T11:31:00+01:00,HLP,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-19T11:32:58+01:00,ESPACE ANJOU,OMNICITY,"""9""",MONPLAISIR,3167789,268435465,2022-01-19T11:29:28+01:00,LIGN,ESPACE ANJOU <> EVENTARD
ALM,,2022-01-19T11:32:58+01:00,ESPACE ANJOU,OMNICITY,"""9""",ANDRE LEROY,3166132,268435465,2022-01-19T11:29:35+01:00,LIGN,ESPACE ANJOU <> EVENTARD
EXCEPTIONNELLE,,2022-01-19T11:32:58+01:00,SCHWEITZER,OMNICITY,"""10""",BOURSE,3166241,268435466,2022-01-19T11:29:31+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-19T11:32:58+01:00,BOUCHEMAINE CHANTOURTEAU,OMNICITY,"""6""",PETIT PORT,3166859,268435462,2022-01-19T11:30:08+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T11:32:58+01:00,BOUCHEMAINE CENTRE,OMNICITY,"""6""",CITE UNIVERSITAIRE,3166341,268435462,2022-01-19T11:29:31+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T11:32:58+01:00,POLE 49 par SCHWEITZER,GX 327,"""10""",GARES PAPIN,3166500,268435466,2022-01-19T11:29:28+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-19T11:32:58+01:00,IUT BELLE-BEILLE,OMNIART,"""1""",MENDES FRANCE,3166757,268435457,2022-01-19T11:31:21+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T11:32:58+01:00,TRELAZE QUANTINIERE,CITYART,"""2""",FOCH HARAS,3166553,268435458,2022-01-19T11:29:28+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T11:32:58+01:00,MONPLAISIR,CITYART,"""1""",CITE UNIVERSITAIRE,3166342,268435457,2022-01-19T11:30:28+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T11:32:58+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",VICTOR HUGO,3167979,268435458,2022-01-19T11:29:29+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T11:32:58+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",VAL DE LOIRE,3167074,268435458,2022-01-19T11:29:20+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T11:32:58+01:00,CIRCULAIRE SENS B,CITYSTD,"""5""",JEAN XXIII,3166602,268435461,2022-01-19T11:30:04+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-19T11:32:58+01:00,ANGERS ROSERAIE,CITADIS,"""A""",STRASBOURG,3166086,268435471,2022-01-19T11:30:14+01:00,LIGN,ARDENNE <> ROSERAIE
EXCEPTIONNELLE,,2022-01-19T12:13:00+01:00,MONTREUIL JUIGNE,CITYSTD,"""7""",BENE,3166210,268435463,2022-01-19T12:02:29+01:00,TARR,HOPITAL <> MONTREUIL JUIGNE
CENTENAIRE,,2022-01-19T12:12:17+01:00,SAINT AUBIN LA SALLE,OMNICITY,"""12""",MOULIN MARCILLE,3166808,268435468,2022-01-19T12:12:01+01:00,TDEP,M-MARCILLE <> ST AUBIN LA SALLE
EXCEPTIONNELLE,,2022-01-19T12:12:17+01:00,SAINT AUBIN LA SALLE,OMNICITY,"""12""",MOULIN MARCILLE,3166808,268435468,2022-01-19T12:12:01+01:00,TDEP,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-19T12:14:39+01:00,POLE 49 par SCHWEITZER,GX 327,"""10""",STRASBOURG,3167032,268435466,2022-01-19T12:11:17+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-19T12:14:39+01:00,CIRCULAIRE SENS B,GX 327,"""5""",JEAN JAURES,3166611,268435461,2022-01-19T12:10:59+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-19T12:14:39+01:00,VERNUSSON par TRELAZE,GX 327,"""12""",LAVOIR,3166656,268435468,2022-01-19T12:11:17+01:00,LIGN,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-19T12:14:39+01:00,PAS EN SERVICE,MAN City,"""2""",PARC EXPO - C.O.C.,3166833,268435458,2022-01-19T12:11:06+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T12:14:39+01:00,SAINT BARTHELEMY,MAN City,"""4""",MARCEL VIGNE,3167798,268435460,2022-01-19T12:11:48+01:00,DEVP,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T12:14:39+01:00,PAS EN SERVICE,MAN City,"""4""",FOCH MAISON BLEUE,3166471,268435460,2022-01-19T12:12:48+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T12:14:39+01:00,AVRILLE ADEZIERE,OMNIART,"""3""",AVRILLE ADEZIERE,3167892,268435459,2022-01-19T12:05:28+01:00,TARR,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-19T12:14:39+01:00,SAINT BARTHELEMY,CITYART,"""4""",SAINT BARTHELEMY,3167901,268435460,2022-01-19T12:08:20+01:00,TARR,BEAUCOUZE <> ST BARTHELEMY
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,IUT BELLE-BEILLE,CITYART,"""1""",TRINITE,3167045,268435457,2022-01-19T12:11:53+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,IUT BELLE-BEILLE,CITYART,"""1""",BRISEPOTIERE,3166255,268435457,2022-01-19T12:11:24+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,PAS EN SERVICE,CITYART,"""1""",TERMINUS IUT,3168040,268435457,2022-01-19T12:16:23+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,SAINT SYLVAIN,City_GNV_A,"""2""",MAIRIE SAINT SYLVAIN,3167674,268435458,2022-01-19T12:11:53+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T12:14:39+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",HAUT PRESSOIR,3166557,268435461,2022-01-19T12:11:35+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-19T12:14:39+01:00,ZI EST,City_GNV_S,"""6""",ZI EST,3167107,268435462,2022-01-19T12:11:07+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T12:14:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",HAUTS DE SAINT AUBIN,3166075,268435471,2022-01-19T12:12:13+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T12:14:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",BASCULE,3166092,268435471,2022-01-19T12:11:12+01:00,LIGN,ARDENNE <> ROSERAIE
CENTENAIRE,,2022-01-19T12:14:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",CHU - HOPITAL,3166074,268435471,2022-01-19T12:11:10+01:00,LIGN,ARDENNE <> ROSERAIE
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",CHU - HOPITAL,3166074,268435471,2022-01-19T12:11:10+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T12:08:59+01:00,IUT BELLE-BEILLE,OMNIART,"""1""",MONPLAISIR,3166778,268435457,2022-01-19T12:13:00+01:00,TDEP,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,BOUCHEMAINE CHANTOURTEAU,OMNICITY,"""6""",FOCH MAISON BLEUE,3166471,268435462,2022-01-19T12:11:07+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T12:14:39+01:00,ZI EST,OMNICITY,"""6""",ARCEAU,3166147,268435462,2022-01-19T12:11:24+01:00,DEVP,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T12:14:39+01:00,SAINTE GEMMES,OMNICITY,"""11""",MAIRIE SAINTE GEMMES,3166741,268435467,2022-01-19T12:11:10+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-19T12:14:39+01:00,MONTREUIL JUIGNE,GX 327,"""7""",MENDES FRANCE,3166756,268435463,2022-01-19T12:13:37+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,CHU HOPITAL,GX 327,"""8""",CHU - HOPITAL,3167897,268435464,2022-01-19T12:10:52+01:00,TARR,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,,2022-01-19T12:14:39+01:00,PAS EN SERVICE,MAN City,"""14""",TERMINUS IUT,3168040,268435470,2022-01-19T12:16:24+01:00,LIGN,BELLE BEILLE EXPRESS <> GARES
ALM,,2022-01-19T12:14:39+01:00,SAINT BARTHELEMY,MAN City,"""4""",MONOD,3167553,268435460,2022-01-19T12:11:23+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
CENTENAIRE,,2022-01-19T12:14:39+01:00,MURS ERIGNE,MAN City,"""3""",BEAUREPAIRE,3166194,268435459,2022-01-19T12:11:20+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,MURS ERIGNE,MAN City,"""3""",BEAUREPAIRE,3166194,268435459,2022-01-19T12:11:20+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-19T12:14:39+01:00,BEAUCOUZE L'ATOLL,MAN City,"""4""",PAPERIE,3166831,268435460,2022-01-19T12:11:30+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T12:14:39+01:00,MONPLAISIR,CITYART,"""1""",MAIL,3166724,268435457,2022-01-19T12:11:04+01:00,DEVP,BELLE BEILLE <> MONPLAISIR
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",LEFEVRE,3166671,268435458,2022-01-19T12:11:21+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T12:14:39+01:00,BANCHAIS,City_GNV_A,"""2""",MIMOSAS,3166996,268435458,2022-01-19T12:11:13+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T12:14:39+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",7 SONNETTES,3167003,268435458,2022-01-19T12:11:04+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T12:14:39+01:00,FENEU par MONTREUIL JUIGN,CITYSTD,"""7""",CROIX CADEAU,3166283,268435463,2022-01-19T12:12:03+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-19T12:14:39+01:00,LORRAINE,CITYSTD,"""7""",POINCARE,3166883,268435463,2022-01-19T12:11:53+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-19T12:14:39+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",5A VERNEAU AQUAVITA,3167805,268435461,2022-01-19T12:11:48+01:00,DEVP,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-19T12:14:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",LES GARES,3166106,268435471,2022-01-19T12:11:38+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T12:14:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",BASCULE,3166066,268435471,2022-01-19T12:12:21+01:00,LIGN,ARDENNE <> ROSERAIE
CENTENAIRE,,2022-01-19T12:14:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",CHU - HOPITAL,3166100,268435471,2022-01-19T12:11:22+01:00,LIGN,ARDENNE <> ROSERAIE
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",CHU - HOPITAL,3166100,268435471,2022-01-19T12:11:22+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T12:14:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",ANGERS - ROSERAIE,3166090,268435471,2022-01-19T12:11:15+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T12:14:39+01:00,ST MARTIN DU FOUILLOUX,MAN STARTE,"""36""",ELYSEE,3167811,268435492,2022-01-19T12:12:41+01:00,LIGN,ST MARTIN St JEAN <> GARE
ALM,,2022-01-19T12:14:39+01:00,PAS EN SERVICE,Low Entry,"""13""",DEPOT VOISIN,3167807,268435484,2022-01-19T12:11:08+01:00,HLPS,EXPRESS MONTREUIL <> GARES
ALM,,2022-01-19T12:14:39+01:00,PAS EN SERVICE,Low Entry,"""15""",DEPOT VOISIN,3167807,268435485,2022-01-19T12:11:12+01:00,HLPS,EXPRESS CHANTOURTEAU <> GARES
ALM,,2022-01-19T12:14:20+01:00,SAINT BARTHELEMY,MAN City,"""4""",JULES FERRY,3166618,268435460,2022-01-19T12:11:17+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
CENTENAIRE,,2022-01-19T12:13:00+01:00,CHU HOPITAL,GX 327,"""8""",MOULIN MARCILLE,3166808,268435464,2022-01-19T12:15:00+01:00,TDEP,PONTS DE CE <>  AQUAVITA HOPITAL
EXCEPTIONNELLE,,2022-01-19T12:13:00+01:00,CHU HOPITAL,GX 327,"""8""",MOULIN MARCILLE,3166808,268435464,2022-01-19T12:15:00+01:00,TDEP,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,,2022-01-19T12:14:39+01:00,ESPACE ANJOU,OMNICITY,"""9""",BOURGONNIER,3166239,268435465,2022-01-19T12:11:12+01:00,LIGN,ESPACE ANJOU <> EVENTARD
ALM,,2022-01-19T12:14:39+01:00,BOUCHEMAINE HARENCHERES,OMNICITY,"""6""",CNFPT,3166361,268435462,2022-01-19T12:11:11+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T12:14:39+01:00,LHOIRIE par ZI BEAUCOUZE,OMNICITY,"""11""",LETANDUERE,3166686,268435467,2022-01-19T12:11:17+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-19T12:14:39+01:00,MAIRIE DES PONTS DE CE,GX 327,"""8""",MIRABEAU,3166766,268435464,2022-01-19T12:11:02+01:00,LIGN,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,,2022-01-19T12:14:39+01:00,SAINT BARTHELEMY,MAN City,"""4""",LORRAINE,3167290,268435460,2022-01-19T12:12:08+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T12:14:39+01:00,BEAUCOUZE  HAUTE ROCHE,MAN City,"""4""",RODIN,3166959,268435460,2022-01-19T12:11:13+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T12:14:39+01:00,AVRILLE ADEZIERE,OMNIART,"""3""",VAL D'OR,3167061,268435459,2022-01-19T12:11:01+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-19T12:14:39+01:00,TRELAZE QUANTINIERE,OMNIART,"""2""",FOCH MAISON BLEUE,3166471,268435458,2022-01-19T12:12:44+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T12:14:39+01:00,AVRILLE ADEZIERE,OMNIART,"""3""",PAUL BERT,3166840,268435459,2022-01-19T12:11:36+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-19T12:14:39+01:00,MONPLAISIR,CITYART,"""1""",SAINT JACQUES,3166983,268435457,2022-01-19T12:11:40+01:00,DEV,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,IUT BELLE-BEILLE,CITYART,"""1""",GARES PAPIN,3166499,268435457,2022-01-19T12:13:16+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,BEAUCOUZE  HAUTE ROCHE,City_GNV_A,"""4""",SECURITE SOCIALE,3167000,268435460,2022-01-19T12:11:08+01:00,DEVP,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T12:14:39+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",PONT NOIR,3166895,268435461,2022-01-19T12:11:55+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-19T12:14:39+01:00,CLINIQUE DE L'ANJOU,CITYSTD,"""11""",SAINTE CROIX,3166979,268435467,2022-01-19T12:11:54+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-19T12:14:39+01:00,TRELAZE SAINT LEZIN,CITYSTD,"""10""",FOCH MAISON BLEUE,3166471,268435466,2022-01-19T12:11:04+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-19T12:14:39+01:00,SAINTE GEMMES,CITYSTD,"""11""",AMIPI,3166115,268435467,2022-01-19T12:11:16+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-19T12:14:39+01:00,MOUL MARCILLE par TRELAZE,CITYSTD,"""12""",MAIL,3167926,268435468,2022-01-19T12:11:22+01:00,LIGN,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-19T12:14:39+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",VAUGAREAU,3167067,268435461,2022-01-19T12:11:03+01:00,DEVP,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-19T12:14:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",PLACE LA FAYETTE,3166079,268435471,2022-01-19T12:11:56+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T12:14:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",JEAN VILAR,3166104,268435471,2022-01-19T12:11:33+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T12:14:39+01:00,SOUCELLES,CROSSWAY,"""32""",CONSTANT LEMOINE,3167617,268435488,2022-01-19T12:11:27+01:00,LIGN,SOUCELLES PELLOUAILLES <> GARE
ALM,,2022-01-19T12:13:00+01:00,CROIX DE BEAUVAIS,INTOURO,"""33""",GARES SEMARD,3167461,268435489,2022-01-19T12:20:00+01:00,HLPS,FENEU CANTENAY <> GARE
ALM,,2022-01-19T12:11:40+01:00,AVRILLE ADEZIERE,MAN City,"""3""",MURS ERIGNE,3166809,268435459,2022-01-19T12:20:00+01:00,TDEP,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-19T12:11:40+01:00,ANGERS GARES,INTOURO,"""33""",GARES SEMARD,3167204,268435489,2022-01-19T00:00:00+01:00,HLPR,FENEU CANTENAY <> GARE
ALM,,2022-01-19T12:14:20+01:00,AQUAVITA VERNEAU,GX 327,"""8""",PLACE LA FAYETTE,3166642,268435464,2022-01-19T12:10:49+01:00,LIGN,PONTS DE CE <>  AQUAVITA HOPITAL
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,ESPACE ANJOU,OMNICITY,"""9""",CARREFOUR ST SERGE,3166271,268435465,2022-01-19T12:12:39+01:00,LIGN,ESPACE ANJOU <> EVENTARD
ALM,,2022-01-19T12:14:39+01:00,SAINT AUBIN LA SALLE,OMNICITY,"""12""",ANNE FRANCK,3166131,268435468,2022-01-19T12:11:15+01:00,LIGN,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-19T12:14:39+01:00,SCHWEITZER,OMNICITY,"""10""",SAINT LEZIN,3167007,268435466,2022-01-19T12:11:55+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-19T12:14:39+01:00,L'HOIRIE LAC DE MAINE,OMNICITY,"""11""",GRAND MAINE,3166514,268435467,2022-01-19T12:11:08+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-19T12:14:39+01:00,SORGES,GX 327,"""10""",BEAUMANOIR,3166191,268435466,2022-01-19T12:11:35+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-19T12:14:39+01:00,SAINT SYLVAIN,MAN City,"""2""",VOLNEY,3167094,268435458,2022-01-19T12:11:08+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,AVRILLE ADEZIERE,MAN City,"""3""",DUBE,3166418,268435459,2022-01-19T12:11:26+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-19T12:14:39+01:00,IUT BELLE-BEILLE,CITYART,"""1""",CITE UNIVERSITAIRE,3166341,268435457,2022-01-19T12:10:58+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,MONPLAISIR,CITYART,"""1""",GARES BREMONT,3166513,268435457,2022-01-19T12:11:13+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,BEAUCOUZE L'ATOLL,City_GNV_A,"""4""",ELYSEE,3167811,268435460,2022-01-19T12:11:09+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
CENTENAIRE,,2022-01-19T12:14:39+01:00,BOUCHEMAINE CHANTOURTEAU,CITYSTD,"""6""",GARE DE BOUCHEMAINE,3166497,268435462,2022-01-19T12:11:06+01:00,LIGN,BOUCHEMAINE <> Z I  EST
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,BOUCHEMAINE CHANTOURTEAU,CITYSTD,"""6""",GARE DE BOUCHEMAINE,3166497,268435462,2022-01-19T12:11:06+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T12:14:39+01:00,CIRCULAIRE SENS B,CITYSTD,"""5""",CLAUDEL,3166349,268435461,2022-01-19T12:11:12+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-19T12:14:39+01:00,ECOUFLANT,MAN STARTE,"""42""",CONSTANT LEMOINE,3167617,268435498,2022-01-19T12:12:14+01:00,LIGN,ECOUFLANT GRIMORELLE <> GARE
ALM,,2022-01-19T12:14:39+01:00,LA MEIGNANNE,VOLVO,"""34""",MONPROFIT,3166779,268435490,2022-01-19T12:30:00+01:00,HLPS,PLESSIS MACE MEIGNANNE <> GARE
ALM,,2022-01-19T12:05:40+01:00,MONPLAISIR,OMNIART,"""1""",TERMINUS IUT,3168040,268435457,2022-01-19T12:12:00+01:00,TDEP,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,EVENTARD par MONPLAISIR,OMNICITY,"""9""",VOLNEY,3167094,268435465,2022-01-19T12:11:54+01:00,LIGN,ESPACE ANJOU <> EVENTARD
CENTENAIRE,,2022-01-19T12:14:39+01:00,EVENTARD par ZI ECOUFLANT,OMNICITY,"""9""",CARREFOUR ST SERGE,3166270,268435465,2022-01-19T12:11:19+01:00,LIGN,ESPACE ANJOU <> EVENTARD
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,EVENTARD par ZI ECOUFLANT,OMNICITY,"""9""",CARREFOUR ST SERGE,3166270,268435465,2022-01-19T12:11:19+01:00,LIGN,ESPACE ANJOU <> EVENTARD
ALM,,2022-01-19T12:14:39+01:00,LES GARES,OMNICITY,"""14""",ESSCA,3166452,268435470,2022-01-19T12:12:02+01:00,LIGN,BELLE BEILLE EXPRESS <> GARES
ALM,,2022-01-19T12:14:39+01:00,SCHWEITZER,OMNICITY,"""10""",DUNANT,3166425,268435466,2022-01-19T12:11:31+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-19T12:14:39+01:00,ZI EST,OMNICITY,"""6""",SAINT JACQUES,3166983,268435462,2022-01-19T12:12:39+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T12:14:39+01:00,ZI EST,OMNICITY,"""6""",CHATAIGNERAIE,3166658,268435462,2022-01-19T12:11:13+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T12:14:39+01:00,SORGES,GX 327,"""10""",CHAMPFLEUR,3167614,268435466,2022-01-19T12:11:32+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-19T12:14:39+01:00,SAINT AUBIN LA SALLE,GX 327,"""12""",SAINT AUBIN LA SALLE,3167888,268435468,2022-01-19T12:11:08+01:00,TARR,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-19T12:14:39+01:00,MURS ERIGNE,MAN City,"""3""",TROIS PAROISSES,3167047,268435459,2022-01-19T12:11:43+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-19T12:14:39+01:00,TRELAZE QUANTINIERE,CITYART,"""2""",TRELAZE,3167526,268435458,2022-01-19T12:10:41+01:00,TARR,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T12:14:39+01:00,MONPLAISIR,CITYART,"""1""",VOLTAIRE,3167097,268435457,2022-01-19T12:11:08+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T12:14:39+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",SAUMUROISE,3166764,268435458,2022-01-19T12:11:10+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
EXCEPTIONNELLE,,2022-01-19T12:14:39+01:00,BANCHAIS,City_GNV_A,"""2""",REPUBLIQUE TRELAZE,3166939,268435458,2022-01-19T12:11:55+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T12:14:39+01:00,CIRCULAIRE SENS B,CITYSTD,"""5""",5B VERNEAU AQUAVITA,3167605,268435461,2022-01-19T12:23:00+01:00,HLP,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-19T12:14:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",VERNEAU,3166113,268435471,2022-01-19T12:11:22+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T12:14:39+01:00,SAINT CLEMENT,CROSSWAY,"""38""",DUMESNIL,3166422,268435494,2022-01-19T12:11:12+01:00,LIGN,ST CLEMENT St LAMBERT <> GARE
ALM,,2022-01-19T12:14:39+01:00,SAINT LEGER LA COUDRE,CROSSWAY,"""35""",CHATEAU,3166319,268435491,2022-01-19T12:12:02+01:00,LIGN,ST LEGER St LAMBERT <> GARE
ALM,,2022-01-20T09:14:39+01:00,PAS EN SERVICE,MAN City,"""4""",SORTIE DEPOT ST BART,3168397,268435460,2022-01-20T09:08:37+01:00,HLPS,BEAUCOUZE <> ST BARTHELEMY
EXCEPTIONNELLE,,2022-01-20T09:27:00+01:00,MOULIN MARCILLE,GX 327,"""8""",CHU - HOPITAL,3168562,268435464,2022-01-20T09:39:00+01:00,TDEP,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,,2022-01-20T09:27:37+01:00,IUT BELLE-BEILLE,CITYART,"""1""",MONPLAISIR,3168776,268435457,2022-01-20T09:33:00+01:00,TDEP,BELLE BEILLE <> MONPLAISIR
